规范	定义类	定义名	部分	成员类	成员名	显式暴露
webrtc-encoded-transform	enum	SFrameCipherSuite	0			
webrtc-encoded-transform	dictionary	SFrameTransformOptions	0	field	cipherSuite	
webrtc-encoded-transform	enum	SFrameType	0			
webrtc-encoded-transform	dictionary	RTCRtpSFrameEncryptorOptions	0	field	type	
webrtc-encoded-transform	typedef	SmallCryptoKeyID	0			
webrtc-encoded-transform	typedef	CryptoKeyID	0			
webrtc-encoded-transform	interface mixin	SFrameEncryptorManager	0	operation	setEncryptionKey	
webrtc-encoded-transform	interface mixin	SFrameDecryptorManager	0	operation	addDecryptionKey	
webrtc-encoded-transform	interface mixin	SFrameDecryptorManager	0	operation	removeDecryptionKey	
webrtc-encoded-transform	interface mixin	SFrameDecryptorManager	0	attribute	onerror	
webrtc-encoded-transform	interface	RTCRtpSFrameEncryptor	0	constructor	constructor	Window
webrtc-encoded-transform	includes	RTCRtpSFrameEncryptor	0		SFrameEncryptorManager	
webrtc-encoded-transform	interface	RTCRtpSFrameDecryptor	0	constructor	constructor	Window
webrtc-encoded-transform	includes	RTCRtpSFrameDecryptor	0		SFrameDecryptorManager	
webrtc-encoded-transform	interface	SFrameEncryptorStream	0	constructor	constructor	Window,DedicatedWorker
webrtc-encoded-transform	includes	SFrameEncryptorStream	0		GenericTransformStream	
webrtc-encoded-transform	includes	SFrameEncryptorStream	0		SFrameEncryptorManager	
webrtc-encoded-transform	interface	SFrameDecryptorStream	0	constructor	constructor	Window,DedicatedWorker
webrtc-encoded-transform	includes	SFrameDecryptorStream	0		GenericTransformStream	
webrtc-encoded-transform	includes	SFrameDecryptorStream	0		SFrameDecryptorManager	
webrtc-encoded-transform	enum	SFrameTransformErrorEventType	0			
webrtc-encoded-transform	interface	SFrameTransformErrorEvent	0	constructor	constructor	Window,DedicatedWorker
webrtc-encoded-transform	interface	SFrameTransformErrorEvent	0	attribute	errorType	Window,DedicatedWorker
webrtc-encoded-transform	interface	SFrameTransformErrorEvent	0	attribute	keyID	Window,DedicatedWorker
webrtc-encoded-transform	interface	SFrameTransformErrorEvent	0	attribute	frame	Window,DedicatedWorker
webrtc-encoded-transform	dictionary	SFrameTransformErrorEventInit	0	field	errorType	
webrtc-encoded-transform	dictionary	SFrameTransformErrorEventInit	0	field	frame	
webrtc-encoded-transform	dictionary	SFrameTransformErrorEventInit	0	field	keyID	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	synchronizationSource	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	payloadType	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	contributingSources	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	rtpTimestamp	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	receiveTime	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	captureTime	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	senderCaptureTimeOffset	
webrtc-encoded-transform	dictionary	RTCEncodedFrameMetadata	0	field	mimeType	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameMetadata	0	field	frameId	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameMetadata	0	field	dependencies	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameMetadata	0	field	width	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameMetadata	0	field	height	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameMetadata	0	field	spatialIndex	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameMetadata	0	field	temporalIndex	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameMetadata	0	field	timestamp	
webrtc-encoded-transform	dictionary	RTCEncodedVideoFrameOptions	0	field	metadata	
webrtc-encoded-transform	interface	RTCEncodedVideoFrame	0	constructor	constructor	Window,DedicatedWorker
webrtc-encoded-transform	interface	RTCEncodedVideoFrame	0	attribute	type	Window,DedicatedWorker
webrtc-encoded-transform	interface	RTCEncodedVideoFrame	0	attribute	data	Window,DedicatedWorker
webrtc-encoded-transform	interface	RTCEncodedVideoFrame	0	operation	getMetadata	Window,DedicatedWorker
webrtc-encoded-transform	dictionary	RTCEncodedAudioFrameMetadata	0	field	sequenceNumber	
webrtc-encoded-transform	dictionary	RTCEncodedAudioFrameMetadata	0	field	audioLevel	
webrtc-encoded-transform	dictionary	RTCEncodedAudioFrameOptions	0	field	metadata	
webrtc-encoded-transform	interface	RTCEncodedAudioFrame	0	constructor	constructor	Window,DedicatedWorker
webrtc-encoded-transform	interface	RTCEncodedAudioFrame	0	attribute	data	Window,DedicatedWorker
webrtc-encoded-transform	interface	RTCEncodedAudioFrame	0	operation	getMetadata	Window,DedicatedWorker
webrtc-encoded-transform	enum	RTCRtpScriptTransformType	0			
webrtc-encoded-transform	dictionary	WorkerAndParameters	0	field	worker	
webrtc-encoded-transform	dictionary	WorkerAndParameters	0	field	type	
webrtc-encoded-transform	typedef	WorkerOrWorkerAndParameters	0			
webrtc-encoded-transform	interface	RTCRtpScriptTransform	0	constructor	constructor	Window
webrtc-encoded-transform	interface	RTCRtpScriptTransformer	0	attribute	readable	DedicatedWorker
webrtc-encoded-transform	interface	RTCRtpScriptTransformer	0	operation	generateKeyFrame	DedicatedWorker
webrtc-encoded-transform	interface	RTCRtpScriptTransformer	0	operation	sendKeyFrameRequest	DedicatedWorker
webrtc-encoded-transform	interface	RTCRtpScriptTransformer	0	attribute	writable	DedicatedWorker
webrtc-encoded-transform	interface	RTCRtpScriptTransformer	0	attribute	onkeyframerequest	DedicatedWorker
webrtc-encoded-transform	interface	RTCRtpScriptTransformer	0	attribute	options	DedicatedWorker
webrtc-encoded-transform	interface	RTCTransformEvent	0	attribute	transformer	DedicatedWorker
webrtc-encoded-transform	interface	DedicatedWorkerGlobalScope	1	attribute	onrtctransform	
webrtc-encoded-transform	interface	KeyFrameRequestEvent	0	constructor	constructor	DedicatedWorker
webrtc-encoded-transform	interface	KeyFrameRequestEvent	0	attribute	rid	DedicatedWorker
webrtc-ice	dictionary	RTCIceParameters	1	field	iceLite	
webrtc-ice	dictionary	RTCIceGatherOptions	0	field	gatherPolicy	
webrtc-ice	dictionary	RTCIceGatherOptions	0	field	iceServers	
webrtc-ice	interface	RTCIceTransport	1	constructor	constructor	Window
webrtc-ice	interface	RTCIceTransport	1	operation	gather	Window
webrtc-ice	interface	RTCIceTransport	1	operation	start	Window
webrtc-ice	interface	RTCIceTransport	1	operation	stop	Window
webrtc-ice	interface	RTCIceTransport	1	operation	addRemoteCandidate	Window
webrtc-ice	interface	RTCIceTransport	1	attribute	onerror	Window
webrtc-ice	interface	RTCIceTransport	1	attribute	onicecandidate	Window
webrtc-identity	interface	RTCIdentityProviderGlobalScope	0	attribute	rtcIdentityProvider	RTCIdentityProvider
webrtc-identity	interface	RTCIdentityProviderRegistrar	0	operation	register	RTCIdentityProvider
webrtc-identity	dictionary	RTCIdentityProvider	0	field	generateAssertion	
webrtc-identity	dictionary	RTCIdentityProvider	0	field	validateAssertion	
webrtc-identity	callback	GenerateAssertionCallback	0			
webrtc-identity	callback	ValidateAssertionCallback	0			
webrtc-identity	dictionary	RTCIdentityAssertionResult	0	field	idp	
webrtc-identity	dictionary	RTCIdentityAssertionResult	0	field	assertion	
webrtc-identity	dictionary	RTCIdentityProviderDetails	0	field	domain	
webrtc-identity	dictionary	RTCIdentityProviderDetails	0	field	protocol	
webrtc-identity	dictionary	RTCIdentityValidationResult	0	field	identity	
webrtc-identity	dictionary	RTCIdentityValidationResult	0	field	contents	
webrtc-identity	interface	RTCPeerConnection	1	operation	setIdentityProvider	
webrtc-identity	interface	RTCPeerConnection	1	operation	getIdentityAssertion	
webrtc-identity	interface	RTCPeerConnection	1	attribute	peerIdentity	
webrtc-identity	interface	RTCPeerConnection	1	attribute	idpLoginUrl	
webrtc-identity	interface	RTCPeerConnection	1	attribute	idpErrorInfo	
webrtc-identity	dictionary	RTCConfiguration	1	field	peerIdentity	
webrtc-identity	dictionary	RTCIdentityProviderOptions	0	field	protocol	
webrtc-identity	dictionary	RTCIdentityProviderOptions	0	field	usernameHint	
webrtc-identity	dictionary	RTCIdentityProviderOptions	0	field	peerIdentity	
webrtc-identity	interface	RTCIdentityAssertion	0	constructor	constructor	Window
webrtc-identity	interface	RTCIdentityAssertion	0	attribute	idp	Window
webrtc-identity	interface	RTCIdentityAssertion	0	attribute	name	Window
webrtc-identity	interface	RTCError	1	attribute	httpRequestStatusCode	
webrtc-identity	dictionary	RTCErrorInit	1	field	httpRequestStatusCode	
webrtc-identity	enum	RTCErrorDetailTypeIdp	0			
webrtc-identity	dictionary	MediaStreamConstraints	1	field	peerIdentity	
webrtc-identity	interface	MediaStreamTrack	1	attribute	isolated	
webrtc-identity	interface	MediaStreamTrack	1	attribute	onisolationchange	
webrtc-priority	enum	RTCPriorityType	0			
webrtc-priority	dictionary	RTCRtpEncodingParameters	1	field	priority	
webrtc-priority	dictionary	RTCRtpEncodingParameters	1	field	networkPriority	
webrtc-priority	interface	RTCDataChannel	1	attribute	priority	
webrtc-priority	dictionary	RTCDataChannelInit	1	field	priority	
webrtc-stats	enum	RTCStatsType	0			
webrtc-stats	dictionary	RTCRtpStreamStats	0	field	ssrc	
webrtc-stats	dictionary	RTCRtpStreamStats	0	field	kind	
webrtc-stats	dictionary	RTCRtpStreamStats	0	field	transportId	
webrtc-stats	dictionary	RTCRtpStreamStats	0	field	codecId	
webrtc-stats	dictionary	RTCCodecStats	0	field	payloadType	
webrtc-stats	dictionary	RTCCodecStats	0	field	transportId	
webrtc-stats	dictionary	RTCCodecStats	0	field	mimeType	
webrtc-stats	dictionary	RTCCodecStats	0	field	clockRate	
webrtc-stats	dictionary	RTCCodecStats	0	field	channels	
webrtc-stats	dictionary	RTCCodecStats	0	field	sdpFmtpLine	
webrtc-stats	dictionary	RTCReceivedRtpStreamStats	0	field	packetsReceived	
webrtc-stats	dictionary	RTCReceivedRtpStreamStats	0	field	packetsReceivedWithEct1	
webrtc-stats	dictionary	RTCReceivedRtpStreamStats	0	field	packetsReceivedWithCe	
webrtc-stats	dictionary	RTCReceivedRtpStreamStats	0	field	packetsReportedAsLost	
webrtc-stats	dictionary	RTCReceivedRtpStreamStats	0	field	packetsReportedAsLostButRecovered	
webrtc-stats	dictionary	RTCReceivedRtpStreamStats	0	field	packetsLost	
webrtc-stats	dictionary	RTCReceivedRtpStreamStats	0	field	jitter	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	trackIdentifier	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	mid	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	remoteId	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	framesDecoded	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	keyFramesDecoded	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	framesRendered	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	framesDropped	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	frameWidth	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	frameHeight	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	framesPerSecond	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	qpSum	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalDecodeTime	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalInterFrameDelay	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalSquaredInterFrameDelay	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	pauseCount	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalPausesDuration	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	freezeCount	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalFreezesDuration	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	lastPacketReceivedTimestamp	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	headerBytesReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	packetsDiscarded	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	fecBytesReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	fecPacketsReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	fecPacketsDiscarded	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	bytesReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	nackCount	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	firCount	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	pliCount	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalProcessingDelay	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	estimatedPlayoutTimestamp	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	jitterBufferDelay	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	jitterBufferTargetDelay	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	jitterBufferEmittedCount	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	jitterBufferMinimumDelay	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalSamplesReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	concealedSamples	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	silentConcealedSamples	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	concealmentEvents	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	insertedSamplesForDeceleration	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	removedSamplesForAcceleration	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	audioLevel	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalAudioEnergy	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalSamplesDuration	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	framesReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	decoderImplementation	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	playoutId	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	powerEfficientDecoder	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	framesAssembledFromMultiplePackets	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalAssemblyTime	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	retransmittedPacketsReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	retransmittedBytesReceived	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	rtxSsrc	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	fecSsrc	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalCorruptionProbability	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	totalSquaredCorruptionProbability	
webrtc-stats	dictionary	RTCInboundRtpStreamStats	0	field	corruptionMeasurements	
webrtc-stats	dictionary	RTCRemoteInboundRtpStreamStats	0	field	localId	
webrtc-stats	dictionary	RTCRemoteInboundRtpStreamStats	0	field	roundTripTime	
webrtc-stats	dictionary	RTCRemoteInboundRtpStreamStats	0	field	totalRoundTripTime	
webrtc-stats	dictionary	RTCRemoteInboundRtpStreamStats	0	field	fractionLost	
webrtc-stats	dictionary	RTCRemoteInboundRtpStreamStats	0	field	roundTripTimeMeasurements	
webrtc-stats	dictionary	RTCRemoteInboundRtpStreamStats	0	field	packetsWithBleachedEct1Marking	
webrtc-stats	dictionary	RTCSentRtpStreamStats	0	field	packetsSent	
webrtc-stats	dictionary	RTCSentRtpStreamStats	0	field	bytesSent	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	mid	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	mediaSourceId	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	remoteId	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	rid	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	encodingIndex	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	headerBytesSent	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	retransmittedPacketsSent	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	retransmittedBytesSent	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	rtxSsrc	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	targetBitrate	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	totalEncodedBytesTarget	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	frameWidth	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	frameHeight	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	framesPerSecond	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	framesSent	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	hugeFramesSent	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	framesEncoded	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	keyFramesEncoded	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	qpSum	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	psnrSum	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	psnrMeasurements	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	totalEncodeTime	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	totalPacketSendDelay	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	qualityLimitationReason	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	qualityLimitationDurations	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	qualityLimitationResolutionChanges	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	nackCount	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	firCount	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	pliCount	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	encoderImplementation	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	powerEfficientEncoder	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	active	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	scalabilityMode	
webrtc-stats	dictionary	RTCOutboundRtpStreamStats	0	field	packetsSentWithEct1	
webrtc-stats	enum	RTCQualityLimitationReason	0			
webrtc-stats	dictionary	RTCRemoteOutboundRtpStreamStats	0	field	localId	
webrtc-stats	dictionary	RTCRemoteOutboundRtpStreamStats	0	field	remoteTimestamp	
webrtc-stats	dictionary	RTCRemoteOutboundRtpStreamStats	0	field	reportsSent	
webrtc-stats	dictionary	RTCRemoteOutboundRtpStreamStats	0	field	roundTripTime	
webrtc-stats	dictionary	RTCRemoteOutboundRtpStreamStats	0	field	totalRoundTripTime	
webrtc-stats	dictionary	RTCRemoteOutboundRtpStreamStats	0	field	roundTripTimeMeasurements	
webrtc-stats	dictionary	RTCMediaSourceStats	0	field	trackIdentifier	
webrtc-stats	dictionary	RTCMediaSourceStats	0	field	kind	
webrtc-stats	dictionary	RTCAudioSourceStats	0	field	audioLevel	
webrtc-stats	dictionary	RTCAudioSourceStats	0	field	totalAudioEnergy	
webrtc-stats	dictionary	RTCAudioSourceStats	0	field	totalSamplesDuration	
webrtc-stats	dictionary	RTCAudioSourceStats	0	field	echoReturnLoss	
webrtc-stats	dictionary	RTCAudioSourceStats	0	field	echoReturnLossEnhancement	
webrtc-stats	dictionary	RTCVideoSourceStats	0	field	width	
webrtc-stats	dictionary	RTCVideoSourceStats	0	field	height	
webrtc-stats	dictionary	RTCVideoSourceStats	0	field	frames	
webrtc-stats	dictionary	RTCVideoSourceStats	0	field	framesPerSecond	
webrtc-stats	dictionary	RTCAudioPlayoutStats	0	field	kind	
webrtc-stats	dictionary	RTCAudioPlayoutStats	0	field	synthesizedSamplesDuration	
webrtc-stats	dictionary	RTCAudioPlayoutStats	0	field	synthesizedSamplesEvents	
webrtc-stats	dictionary	RTCAudioPlayoutStats	0	field	totalSamplesDuration	
webrtc-stats	dictionary	RTCAudioPlayoutStats	0	field	totalPlayoutDelay	
webrtc-stats	dictionary	RTCAudioPlayoutStats	0	field	totalSamplesCount	
webrtc-stats	dictionary	RTCPeerConnectionStats	0	field	dataChannelsOpened	
webrtc-stats	dictionary	RTCPeerConnectionStats	0	field	dataChannelsClosed	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	label	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	protocol	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	dataChannelIdentifier	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	state	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	messagesSent	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	bytesSent	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	messagesReceived	
webrtc-stats	dictionary	RTCDataChannelStats	0	field	bytesReceived	
webrtc-stats	dictionary	RTCTransportStats	0	field	packetsSent	
webrtc-stats	dictionary	RTCTransportStats	0	field	packetsReceived	
webrtc-stats	dictionary	RTCTransportStats	0	field	bytesSent	
webrtc-stats	dictionary	RTCTransportStats	0	field	bytesReceived	
webrtc-stats	dictionary	RTCTransportStats	0	field	iceRole	
webrtc-stats	dictionary	RTCTransportStats	0	field	iceLocalUsernameFragment	
webrtc-stats	dictionary	RTCTransportStats	0	field	dtlsState	
webrtc-stats	dictionary	RTCTransportStats	0	field	iceState	
webrtc-stats	dictionary	RTCTransportStats	0	field	selectedCandidatePairId	
webrtc-stats	dictionary	RTCTransportStats	0	field	localCertificateId	
webrtc-stats	dictionary	RTCTransportStats	0	field	remoteCertificateId	
webrtc-stats	dictionary	RTCTransportStats	0	field	tlsVersion	
webrtc-stats	dictionary	RTCTransportStats	0	field	dtlsCipher	
webrtc-stats	dictionary	RTCTransportStats	0	field	dtlsRole	
webrtc-stats	dictionary	RTCTransportStats	0	field	srtpCipher	
webrtc-stats	dictionary	RTCTransportStats	0	field	selectedCandidatePairChanges	
webrtc-stats	dictionary	RTCTransportStats	0	field	ccfbMessagesSent	
webrtc-stats	dictionary	RTCTransportStats	0	field	ccfbMessagesReceived	
webrtc-stats	enum	RTCDtlsRole	0			
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	transportId	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	address	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	port	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	protocol	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	candidateType	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	priority	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	url	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	relayProtocol	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	foundation	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	relatedAddress	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	relatedPort	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	usernameFragment	
webrtc-stats	dictionary	RTCIceCandidateStats	0	field	tcpType	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	transportId	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	localCandidateId	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	remoteCandidateId	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	state	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	nominated	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	packetsSent	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	packetsReceived	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	bytesSent	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	bytesReceived	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	lastPacketSentTimestamp	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	lastPacketReceivedTimestamp	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	totalRoundTripTime	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	currentRoundTripTime	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	availableOutgoingBitrate	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	availableIncomingBitrate	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	requestsReceived	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	requestsSent	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	responsesReceived	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	responsesSent	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	consentRequestsSent	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	packetsDiscardedOnSend	
webrtc-stats	dictionary	RTCIceCandidatePairStats	0	field	bytesDiscardedOnSend	
webrtc-stats	enum	RTCStatsIceCandidatePairState	0			
webrtc-stats	dictionary	RTCCertificateStats	0	field	fingerprint	
webrtc-stats	dictionary	RTCCertificateStats	0	field	fingerprintAlgorithm	
webrtc-stats	dictionary	RTCCertificateStats	0	field	base64Certificate	
webrtc-stats	dictionary	RTCCertificateStats	0	field	issuerCertificateId	
webrtc-svc	dictionary	RTCRtpEncodingParameters	1	field	scalabilityMode	
webrtc	dictionary	RTCConfiguration	0	field	iceServers	
webrtc	dictionary	RTCConfiguration	0	field	iceTransportPolicy	
webrtc	dictionary	RTCConfiguration	0	field	bundlePolicy	
webrtc	dictionary	RTCConfiguration	0	field	rtcpMuxPolicy	
webrtc	dictionary	RTCConfiguration	0	field	certificates	
webrtc	dictionary	RTCConfiguration	0	field	iceCandidatePoolSize	
webrtc	dictionary	RTCIceServer	0	field	urls	
webrtc	dictionary	RTCIceServer	0	field	username	
webrtc	dictionary	RTCIceServer	0	field	credential	
webrtc	enum	RTCIceTransportPolicy	0			
webrtc	enum	RTCBundlePolicy	0			
webrtc	enum	RTCRtcpMuxPolicy	0			
webrtc	dictionary	RTCOfferAnswerOptions	0			
webrtc	dictionary	RTCOfferOptions	0	field	iceRestart	
webrtc	dictionary	RTCAnswerOptions	0			
webrtc	enum	RTCSignalingState	0			
webrtc	enum	RTCIceGatheringState	0			
webrtc	enum	RTCPeerConnectionState	0			
webrtc	enum	RTCIceConnectionState	0			
webrtc	interface	RTCPeerConnection	0	constructor	constructor	Window
webrtc	interface	RTCPeerConnection	0	operation	createOffer	Window
webrtc	interface	RTCPeerConnection	0	operation	createAnswer	Window
webrtc	interface	RTCPeerConnection	0	operation	setLocalDescription	Window
webrtc	interface	RTCPeerConnection	0	attribute	localDescription	Window
webrtc	interface	RTCPeerConnection	0	attribute	currentLocalDescription	Window
webrtc	interface	RTCPeerConnection	0	attribute	pendingLocalDescription	Window
webrtc	interface	RTCPeerConnection	0	operation	setRemoteDescription	Window
webrtc	interface	RTCPeerConnection	0	attribute	remoteDescription	Window
webrtc	interface	RTCPeerConnection	0	attribute	currentRemoteDescription	Window
webrtc	interface	RTCPeerConnection	0	attribute	pendingRemoteDescription	Window
webrtc	interface	RTCPeerConnection	0	operation	addIceCandidate	Window
webrtc	interface	RTCPeerConnection	0	attribute	signalingState	Window
webrtc	interface	RTCPeerConnection	0	attribute	iceGatheringState	Window
webrtc	interface	RTCPeerConnection	0	attribute	iceConnectionState	Window
