api.CSSFontFaceDescriptors.descentOverride	0	1	1
api.CSSFontFaceDescriptors.font-display	0	1	1
api.CSSFontFaceDescriptors.font-family	0	1	1
api.CSSFontFaceDescriptors.font-feature-settings	0	1	1
api.CSSFontFaceDescriptors.font-language-override	0	1	0
api.CSSFontFaceDescriptors.font-stretch	0	1	1
api.CSSFontFaceDescriptors.font-style	0	1	1
api.CSSFontFaceDescriptors.font-variation-settings	0	1	0
api.CSSFontFaceDescriptors.font-weight	0	1	1
api.CSSFontFaceDescriptors.font-width	0	1	1
api.CSSFontFaceDescriptors.fontDisplay	0	1	1
api.CSSFontFaceDescriptors.fontFamily	0	1	1
api.CSSFontFaceDescriptors.fontFeatureSettings	0	1	1
api.CSSFontFaceDescriptors.fontLanguageOverride	0	1	0
api.CSSFontFaceDescriptors.fontStretch	0	1	1
api.CSSFontFaceDescriptors.fontStyle	0	1	1
api.CSSFontFaceDescriptors.fontVariationSettings	0	1	0
api.CSSFontFaceDescriptors.fontWeight	0	1	1
api.CSSFontFaceDescriptors.fontWidth	0	1	1
api.CSSFontFaceDescriptors.line-gap-override	0	1	1
api.CSSFontFaceDescriptors.lineGapOverride	0	1	1
api.CSSFontFaceDescriptors.size-adjust	0	1	1
api.CSSFontFaceDescriptors.sizeAdjust	0	1	1
api.CSSFontFaceDescriptors.src	0	1	1
api.CSSFontFaceDescriptors.unicode-range	0	1	1
api.CSSFontFaceDescriptors.unicodeRange	0	1	1
api.CSSFontFaceRule	1	1	1
api.CSSFontFaceRule.style	1	1	1
api.CSSFontFaceRule.style.type_CSSFontFaceDescriptors	0	1	1
api.CSSFontFeatureValuesMap.@@iterator	1	0	0
api.CSSFontFeatureValuesMap	1	0	0
api.CSSFontFeatureValuesMap.clear	1	0	0
api.CSSFontFeatureValuesMap.delete	1	0	0
api.CSSFontFeatureValuesMap.entries	1	0	0
api.CSSFontFeatureValuesMap.forEach	1	0	0
api.CSSFontFeatureValuesMap.get	1	0	0
api.CSSFontFeatureValuesMap.has	1	0	0
api.CSSFontFeatureValuesMap.keys	1	0	0
api.CSSFontFeatureValuesMap.set	1	0	0
api.CSSFontFeatureValuesMap.size	1	0	0
api.CSSFontFeatureValuesMap.values	1	0	0
api.CSSFontFeatureValuesRule	1	1	1
