规范	定义类	定义名	成员类	成员名	候选BCD路径	状态	Chrome	Firefox	Safari
webgpu	dictionary	GPUExtent3DDict	field	width		非直接接口定义			
webgpu	dictionary	GPUExtent3DDict	field	height		非直接接口定义			
webgpu	dictionary	GPUExtent3DDict	field	depthOrArrayLayers		非直接接口定义			
webgpu	typedef	GPUExtent3D				非直接接口定义			
webhid	interface	Navigator	attribute	hid	api.Navigator.hid	直接命中	1	0	0
webhid	interface	WorkerNavigator	attribute	hid	api.WorkerNavigator.hid	直接命中	1	0	0
webhid	interface	HID	attribute	onconnect	api.HID.onconnect	BCD无同名路径			
webhid	interface	HID	attribute	ondisconnect	api.HID.ondisconnect	BCD无同名路径			
webhid	interface	HID	operation	getDevices	api.HID.getDevices	直接命中	1	0	0
webhid	interface	HID	operation	requestDevice	api.HID.requestDevice	直接命中	1	0	0
webhid	dictionary	HIDDeviceRequestOptions	field	filters		非直接接口定义			
webhid	dictionary	HIDDeviceRequestOptions	field	exclusionFilters		非直接接口定义			
webhid	dictionary	HIDDeviceFilter	field	vendorId		非直接接口定义			
webhid	dictionary	HIDDeviceFilter	field	productId		非直接接口定义			
webhid	dictionary	HIDDeviceFilter	field	usagePage		非直接接口定义			
webhid	dictionary	HIDDeviceFilter	field	usage		非直接接口定义			
webhid	interface	HIDDevice	attribute	oninputreport	api.HIDDevice.oninputreport	BCD无同名路径			
webhid	interface	HIDDevice	attribute	opened	api.HIDDevice.opened	直接命中	1	0	0
webhid	interface	HIDDevice	attribute	vendorId	api.HIDDevice.vendorId	直接命中	1	0	0
webhid	interface	HIDDevice	attribute	productId	api.HIDDevice.productId	直接命中	1	0	0
webhid	interface	HIDDevice	attribute	productName	api.HIDDevice.productName	直接命中	1	0	0
webhid	interface	HIDDevice	attribute	collections	api.HIDDevice.collections	直接命中	1	0	0
webhid	interface	HIDDevice	operation	open	api.HIDDevice.open	直接命中	1	0	0
webhid	interface	HIDDevice	operation	close	api.HIDDevice.close	直接命中	1	0	0
webhid	interface	HIDDevice	operation	forget	api.HIDDevice.forget	直接命中	1	0	0
webhid	interface	HIDDevice	operation	sendReport	api.HIDDevice.sendReport	直接命中	1	0	0
webhid	interface	HIDDevice	operation	sendFeatureReport	api.HIDDevice.sendFeatureReport	直接命中	1	0	0
webhid	interface	HIDDevice	operation	receiveFeatureReport	api.HIDDevice.receiveFeatureReport	直接命中	1	0	0
webhid	interface	HIDConnectionEvent	constructor	constructor	api.HIDConnectionEvent.HIDConnectionEvent	直接命中	1	0	0
webhid	interface	HIDConnectionEvent	attribute	device	api.HIDConnectionEvent.device	直接命中	1	0	0
webhid	dictionary	HIDConnectionEventInit	field	device		非直接接口定义			
webhid	interface	HIDInputReportEvent	constructor	constructor	api.HIDInputReportEvent.HIDInputReportEvent	BCD无同名路径			
webhid	interface	HIDInputReportEvent	attribute	device	api.HIDInputReportEvent.device	直接命中	1	0	0
webhid	interface	HIDInputReportEvent	attribute	reportId	api.HIDInputReportEvent.reportId	直接命中	1	0	0
webhid	interface	HIDInputReportEvent	attribute	data	api.HIDInputReportEvent.data	直接命中	1	0	0
webhid	dictionary	HIDInputReportEventInit	field	device		非直接接口定义			
webhid	dictionary	HIDInputReportEventInit	field	reportId		非直接接口定义			
webhid	dictionary	HIDInputReportEventInit	field	data		非直接接口定义			
webhid	dictionary	HIDCollectionInfo	field	usagePage		非直接接口定义			
webhid	dictionary	HIDCollectionInfo	field	usage		非直接接口定义			
webhid	dictionary	HIDCollectionInfo	field	type		非直接接口定义			
webhid	dictionary	HIDCollectionInfo	field	children		非直接接口定义			
webhid	dictionary	HIDCollectionInfo	field	inputReports		非直接接口定义			
webhid	dictionary	HIDCollectionInfo	field	outputReports		非直接接口定义			
webhid	dictionary	HIDCollectionInfo	field	featureReports		非直接接口定义			
webhid	dictionary	HIDReportInfo	field	reportId		非直接接口定义			
webhid	dictionary	HIDReportInfo	field	items		非直接接口定义			
webhid	dictionary	HIDReportItem	field	isAbsolute		非直接接口定义			
webhid	dictionary	HIDReportItem	field	isArray		非直接接口定义			
webhid	dictionary	HIDReportItem	field	isBufferedBytes		非直接接口定义			
webhid	dictionary	HIDReportItem	field	isConstant		非直接接口定义			
webhid	dictionary	HIDReportItem	field	isLinear		非直接接口定义			
webhid	dictionary	HIDReportItem	field	isRange		非直接接口定义			
webhid	dictionary	HIDReportItem	field	isVolatile		非直接接口定义			
webhid	dictionary	HIDReportItem	field	hasNull		非直接接口定义			
webhid	dictionary	HIDReportItem	field	hasPreferredState		非直接接口定义			
webhid	dictionary	HIDReportItem	field	wrap		非直接接口定义			
webhid	dictionary	HIDReportItem	field	usages		非直接接口定义			
webhid	dictionary	HIDReportItem	field	usageMinimum		非直接接口定义			
webhid	dictionary	HIDReportItem	field	usageMaximum		非直接接口定义			
webhid	dictionary	HIDReportItem	field	reportSize		非直接接口定义			
webhid	dictionary	HIDReportItem	field	reportCount		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitExponent		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitSystem		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitFactorLengthExponent		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitFactorMassExponent		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitFactorTimeExponent		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitFactorTemperatureExponent		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitFactorCurrentExponent		非直接接口定义			
webhid	dictionary	HIDReportItem	field	unitFactorLuminousIntensityExponent		非直接接口定义			
webhid	dictionary	HIDReportItem	field	logicalMinimum		非直接接口定义			
webhid	dictionary	HIDReportItem	field	logicalMaximum		非直接接口定义			
webhid	dictionary	HIDReportItem	field	physicalMinimum		非直接接口定义			
webhid	dictionary	HIDReportItem	field	physicalMaximum		非直接接口定义			
webhid	dictionary	HIDReportItem	field	strings		非直接接口定义			
webhid	enum	HIDUnitSystem				非直接接口定义			
webidl	interface	QuotaExceededError	constructor	constructor	api.QuotaExceededError.QuotaExceededError	直接命中	1	0	0
webidl	interface	QuotaExceededError	attribute	quota	api.QuotaExceededError.quota	直接命中	1	0	0
webidl	interface	QuotaExceededError	attribute	requested	api.QuotaExceededError.requested	直接命中	1	0	0
webidl	dictionary	QuotaExceededErrorOptions	field	quota		非直接接口定义			
webidl	dictionary	QuotaExceededErrorOptions	field	requested		非直接接口定义			
webidl	typedef	ArrayBufferView				非直接接口定义			
webidl	typedef	BufferSource				非直接接口定义			
webidl	typedef	AllowSharedBufferSource				非直接接口定义			
webidl	interface	DOMException	constructor	constructor	api.DOMException.DOMException	直接命中	1	1	1
webidl	interface	DOMException	attribute	name	api.DOMException.name	直接命中	1	1	1
webidl	interface	DOMException	attribute	message	api.DOMException.message	直接命中	1	1	1
webidl	interface	DOMException	attribute	code	api.DOMException.code	直接命中	1	1	1
webidl	interface	DOMException	const	INDEX_SIZE_ERR	api.DOMException.INDEX_SIZE_ERR	BCD无同名路径			
webidl	interface	DOMException	const	DOMSTRING_SIZE_ERR	api.DOMException.DOMSTRING_SIZE_ERR	BCD无同名路径			
webidl	interface	DOMException	const	HIERARCHY_REQUEST_ERR	api.DOMException.HIERARCHY_REQUEST_ERR	BCD无同名路径			
webidl	interface	DOMException	const	WRONG_DOCUMENT_ERR	api.DOMException.WRONG_DOCUMENT_ERR	BCD无同名路径			
webidl	interface	DOMException	const	INVALID_CHARACTER_ERR	api.DOMException.INVALID_CHARACTER_ERR	BCD无同名路径			
webidl	interface	DOMException	const	NO_DATA_ALLOWED_ERR	api.DOMException.NO_DATA_ALLOWED_ERR	BCD无同名路径			
webidl	interface	DOMException	const	NO_MODIFICATION_ALLOWED_ERR	api.DOMException.NO_MODIFICATION_ALLOWED_ERR	BCD无同名路径			
webidl	interface	DOMException	const	NOT_FOUND_ERR	api.DOMException.NOT_FOUND_ERR	BCD无同名路径			
webidl	interface	DOMException	const	NOT_SUPPORTED_ERR	api.DOMException.NOT_SUPPORTED_ERR	BCD无同名路径			
webidl	interface	DOMException	const	INUSE_ATTRIBUTE_ERR	api.DOMException.INUSE_ATTRIBUTE_ERR	BCD无同名路径			
webidl	interface	DOMException	const	INVALID_STATE_ERR	api.DOMException.INVALID_STATE_ERR	BCD无同名路径			
webidl	interface	DOMException	const	SYNTAX_ERR	api.DOMException.SYNTAX_ERR	BCD无同名路径			
webidl	interface	DOMException	const	INVALID_MODIFICATION_ERR	api.DOMException.INVALID_MODIFICATION_ERR	BCD无同名路径			
webidl	interface	DOMException	const	NAMESPACE_ERR	api.DOMException.NAMESPACE_ERR	BCD无同名路径			
webidl	interface	DOMException	const	INVALID_ACCESS_ERR	api.DOMException.INVALID_ACCESS_ERR	BCD无同名路径			
webidl	interface	DOMException	const	VALIDATION_ERR	api.DOMException.VALIDATION_ERR	BCD无同名路径			
webidl	interface	DOMException	const	TYPE_MISMATCH_ERR	api.DOMException.TYPE_MISMATCH_ERR	BCD无同名路径			
webidl	interface	DOMException	const	SECURITY_ERR	api.DOMException.SECURITY_ERR	BCD无同名路径			
webidl	interface	DOMException	const	NETWORK_ERR	api.DOMException.NETWORK_ERR	BCD无同名路径			
webidl	interface	DOMException	const	ABORT_ERR	api.DOMException.ABORT_ERR	BCD无同名路径			
webidl	interface	DOMException	const	URL_MISMATCH_ERR	api.DOMException.URL_MISMATCH_ERR	BCD无同名路径			
webidl	interface	DOMException	const	QUOTA_EXCEEDED_ERR	api.DOMException.QUOTA_EXCEEDED_ERR	BCD无同名路径			
webidl	interface	DOMException	const	TIMEOUT_ERR	api.DOMException.TIMEOUT_ERR	BCD无同名路径			
webidl	interface	DOMException	const	INVALID_NODE_TYPE_ERR	api.DOMException.INVALID_NODE_TYPE_ERR	BCD无同名路径			
webidl	interface	DOMException	const	DATA_CLONE_ERR	api.DOMException.DATA_CLONE_ERR	BCD无同名路径			
webidl	callback	Function				非直接接口定义			
webidl	callback	VoidFunction				非直接接口定义			
webmcp	interface	Document	attribute	modelContext	api.Document.modelContext	BCD无同名路径			
webmcp	interface	ModelContext	operation	registerTool	api.ModelContext.registerTool	BCD无同名路径			
webmcp	interface	ModelContext	operation	getTools	api.ModelContext.getTools	BCD无同名路径			
webmcp	interface	ModelContext	operation	executeTool	api.ModelContext.executeTool	BCD无同名路径			
webmcp	interface	ModelContext	attribute	ontoolchange	api.ModelContext.ontoolchange	BCD无同名路径			
webmcp	dictionary	ModelContextTool	field	name		非直接接口定义			
webmcp	dictionary	ModelContextTool	field	title		非直接接口定义			
webmcp	dictionary	ModelContextTool	field	description		非直接接口定义			
webmcp	dictionary	ModelContextTool	field	inputSchema		非直接接口定义			
webmcp	dictionary	ModelContextTool	field	execute		非直接接口定义			
webmcp	dictionary	ModelContextTool	field	annotations		非直接接口定义			
webmcp	dictionary	ToolAnnotations	field	readOnlyHint		非直接接口定义			
webmcp	dictionary	ToolAnnotations	field	untrustedContentHint		非直接接口定义			
webmcp	dictionary	ToolAnnotations	field	consequentialHint		非直接接口定义			
webmcp	dictionary	ToolExecuteCallbackOptions	field	signal		非直接接口定义			
webmcp	callback	ToolExecuteCallback				非直接接口定义			
webmcp	dictionary	ModelContextRegisterToolOptions	field	exposedTo		非直接接口定义			
webmcp	dictionary	ModelContextRegisterToolOptions	field	signal		非直接接口定义			
webmcp	dictionary	ModelContextGetToolOptions	field	fromOrigins		非直接接口定义			
webmcp	dictionary	ModelContextExecuteToolOptions	field	signal		非直接接口定义			
webmcp	dictionary	RegisteredTool	field	name		非直接接口定义			
webmcp	dictionary	RegisteredTool	field	title		非直接接口定义			
webmcp	dictionary	RegisteredTool	field	description		非直接接口定义			
webmcp	dictionary	RegisteredTool	field	inputSchema		非直接接口定义			
webmcp	dictionary	RegisteredTool	field	window		非直接接口定义			
webmcp	dictionary	RegisteredTool	field	origin		非直接接口定义			
webmcp	dictionary	RegisteredTool	field	annotations		非直接接口定义			
webmidi	dictionary	MidiPermissionDescriptor	field	sysex		非直接接口定义			
webmidi	interface	Navigator	operation	requestMIDIAccess	api.Navigator.requestMIDIAccess	直接命中	1	1	0
webmidi	dictionary	MIDIOptions	field	sysex		非直接接口定义			
webmidi	dictionary	MIDIOptions	field	software		非直接接口定义			
webmidi	interface	MIDIInputMap	maplike	@@maplike	api.MIDIInputMap.@@maplike	BCD无同名路径			
webmidi	interface	MIDIOutputMap	maplike	@@maplike	api.MIDIOutputMap.@@maplike	BCD无同名路径			
webmidi	interface	MIDIAccess	attribute	inputs	api.MIDIAccess.inputs	直接命中	1	1	0
webmidi	interface	MIDIAccess	attribute	outputs	api.MIDIAccess.outputs	直接命中	1	1	0
webmidi	interface	MIDIAccess	attribute	onstatechange	api.MIDIAccess.onstatechange	BCD无同名路径			
webmidi	interface	MIDIAccess	attribute	sysexEnabled	api.MIDIAccess.sysexEnabled	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	id	api.MIDIPort.id	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	manufacturer	api.MIDIPort.manufacturer	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	name	api.MIDIPort.name	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	type	api.MIDIPort.type	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	version	api.MIDIPort.version	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	state	api.MIDIPort.state	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	connection	api.MIDIPort.connection	直接命中	1	1	0
webmidi	interface	MIDIPort	attribute	onstatechange	api.MIDIPort.onstatechange	BCD无同名路径			
webmidi	interface	MIDIPort	operation	open	api.MIDIPort.open	直接命中	1	1	0
webmidi	interface	MIDIPort	operation	close	api.MIDIPort.close	直接命中	1	1	0
webmidi	interface	MIDIInput	attribute	onmidimessage	api.MIDIInput.onmidimessage	BCD无同名路径			
webmidi	interface	MIDIOutput	operation	send	api.MIDIOutput.send	直接命中	1	1	0
webmidi	interface	MIDIOutput	operation	clear	api.MIDIOutput.clear	直接命中	0	1	0
webmidi	enum	MIDIPortType				非直接接口定义			
webmidi	enum	MIDIPortDeviceState				非直接接口定义			
webmidi	enum	MIDIPortConnectionState				非直接接口定义			
webmidi	interface	MIDIMessageEvent	constructor	constructor	api.MIDIMessageEvent.MIDIMessageEvent	直接命中	1	1	0
webmidi	interface	MIDIMessageEvent	attribute	data	api.MIDIMessageEvent.data	直接命中	1	1	0
webmidi	dictionary	MIDIMessageEventInit	field	data		非直接接口定义			
webmidi	interface	MIDIConnectionEvent	constructor	constructor	api.MIDIConnectionEvent.MIDIConnectionEvent	直接命中	1	1	0
webmidi	interface	MIDIConnectionEvent	attribute	port	api.MIDIConnectionEvent.port	直接命中	1	1	0
webmidi	dictionary	MIDIConnectionEventInit	field	port		非直接接口定义			
webnn	interface mixin	NavigatorML	attribute	ml		mixin待展开			
webnn	includes	Navigator		NavigatorML		包含关系待展开			
webnn	includes	WorkerNavigator		NavigatorML		包含关系待展开			
webnn	enum	MLPowerPreference				非直接接口定义			
webnn	dictionary	MLContextOptions	field	powerPreference		非直接接口定义			
webnn	dictionary	MLContextOptions	field	accelerated		非直接接口定义			
webnn	interface	ML	operation	createContext	api.ML.createContext	直接命中	0	0	0
webnn	interface	ML	operation	createContext	api.ML.createContext	直接命中	0	0	0
webnn	typedef	MLNamedTensors				非直接接口定义			
webnn	dictionary	MLContextLostInfo	field	message		非直接接口定义			
webnn	interface	MLContext	operation	dispatch	api.MLContext.dispatch	直接命中	0	0	0
webnn	interface	MLContext	operation	createTensor	api.MLContext.createTensor	直接命中	0	0	0
webnn	interface	MLContext	operation	createExportableTensor	api.MLContext.createExportableTensor	BCD无同名路径			
webnn	interface	MLContext	operation	createConstantTensor	api.MLContext.createConstantTensor	直接命中	0	0	0
webnn	interface	MLContext	operation	readTensor	api.MLContext.readTensor	直接命中	0	0	0
webnn	interface	MLContext	operation	readTensor	api.MLContext.readTensor	直接命中	0	0	0
