规范	定义类	定义名	成员类	成员名	候选BCD路径	状态	Chrome	Firefox	Safari
urlpattern	interface	URLPattern	attribute	hash	api.URLPattern.hash	直接命中	1	1	1
urlpattern	interface	URLPattern	attribute	hasRegExpGroups	api.URLPattern.hasRegExpGroups	直接命中	1	1	1
urlpattern	dictionary	URLPatternInit	field	protocol		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	username		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	password		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	hostname		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	port		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	pathname		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	search		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	hash		非直接接口定义			
urlpattern	dictionary	URLPatternInit	field	baseURL		非直接接口定义			
urlpattern	dictionary	URLPatternOptions	field	ignoreCase		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	inputs		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	protocol		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	username		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	password		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	hostname		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	port		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	pathname		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	search		非直接接口定义			
urlpattern	dictionary	URLPatternResult	field	hash		非直接接口定义			
urlpattern	dictionary	URLPatternComponentResult	field	input		非直接接口定义			
urlpattern	dictionary	URLPatternComponentResult	field	groups		非直接接口定义			
urlpattern	typedef	URLPatternCompatible				非直接接口定义			
user-timing	dictionary	PerformanceMarkOptions	field	detail		非直接接口定义			
user-timing	dictionary	PerformanceMarkOptions	field	startTime		非直接接口定义			
user-timing	dictionary	PerformanceMeasureOptions	field	detail		非直接接口定义			
user-timing	dictionary	PerformanceMeasureOptions	field	start		非直接接口定义			
user-timing	dictionary	PerformanceMeasureOptions	field	duration		非直接接口定义			
user-timing	dictionary	PerformanceMeasureOptions	field	end		非直接接口定义			
user-timing	interface	Performance	operation	mark	api.Performance.mark	直接命中	1	1	1
user-timing	interface	Performance	operation	clearMarks	api.Performance.clearMarks	直接命中	1	1	1
user-timing	interface	Performance	operation	measure	api.Performance.measure	直接命中	1	1	1
user-timing	interface	Performance	operation	clearMeasures	api.Performance.clearMeasures	直接命中	1	1	1
user-timing	interface	PerformanceMark	constructor	constructor	api.PerformanceMark.PerformanceMark	直接命中	1	1	1
user-timing	interface	PerformanceMark	attribute	detail	api.PerformanceMark.detail	直接命中	1	1	1
user-timing	interface	PerformanceMeasure	attribute	detail	api.PerformanceMeasure.detail	直接命中	1	1	1
vibration	typedef	VibratePattern				非直接接口定义			
vibration	interface	Navigator	operation	vibrate	api.Navigator.vibrate	直接命中	1	0	0
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	presentationTime		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	expectedDisplayTime		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	width		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	height		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	mediaTime		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	presentedFrames		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	processingDuration		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	captureTime		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	receiveTime		非直接接口定义			
video-rvfc	dictionary	VideoFrameCallbackMetadata	field	rtpTimestamp		非直接接口定义			
video-rvfc	callback	VideoFrameRequestCallback				非直接接口定义			
video-rvfc	interface	HTMLVideoElement	operation	requestVideoFrameCallback	api.HTMLVideoElement.requestVideoFrameCallback	直接命中	1	1	1
video-rvfc	interface	HTMLVideoElement	operation	cancelVideoFrameCallback	api.HTMLVideoElement.cancelVideoFrameCallback	直接命中	1	1	1
virtual-keyboard	interface	Navigator	attribute	virtualKeyboard	api.Navigator.virtualKeyboard	直接命中	1	0	0
virtual-keyboard	interface	VirtualKeyboard	operation	show	api.VirtualKeyboard.show	直接命中	1	0	0
virtual-keyboard	interface	VirtualKeyboard	operation	hide	api.VirtualKeyboard.hide	直接命中	1	0	0
virtual-keyboard	interface	VirtualKeyboard	attribute	boundingRect	api.VirtualKeyboard.boundingRect	直接命中	1	0	0
virtual-keyboard	interface	VirtualKeyboard	attribute	overlaysContent	api.VirtualKeyboard.overlaysContent	直接命中	1	0	0
virtual-keyboard	interface	VirtualKeyboard	attribute	ongeometrychange	api.VirtualKeyboard.ongeometrychange	BCD无同名路径			
virtual-keyboard	interface mixin	ElementContentEditable	attribute	virtualKeyboardPolicy		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	role		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaActiveDescendantElement		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaAtomic		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaAutoComplete		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaBrailleLabel		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaBrailleRoleDescription		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaBusy		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaChecked		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaColCount		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaColIndex		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaColIndexText		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaColSpan		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaControlsElements		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaCurrent		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaDescribedByElements		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaDescription		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaDetailsElements		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaDisabled		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaErrorMessageElements		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaExpanded		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaFlowToElements		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaHasPopup		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaHidden		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaInvalid		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaKeyShortcuts		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaLabel		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaLabelledByElements		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaLevel		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaLive		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaModal		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaMultiLine		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaMultiSelectable		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaOrientation		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaOwnsElements		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaPlaceholder		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaPosInSet		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaPressed		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaReadOnly		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaRelevant		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaRequired		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaRoleDescription		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaRowCount		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaRowIndex		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaRowIndexText		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaRowSpan		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaSelected		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaSetSize		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaSort		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaValueMax		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaValueMin		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaValueNow		mixin待展开			
wai-aria	interface mixin	ARIAMixin	attribute	ariaValueText		mixin待展开			
wai-aria	includes	Element		ARIAMixin		包含关系待展开			
wai-aria	enum	AriaNotifyPriority				非直接接口定义			
wai-aria	dictionary	AriaNotificationOptions	field	priority		非直接接口定义			
wai-aria	interface mixin	ARIANotifyMixin	operation	ariaNotify		mixin待展开			
wai-aria	includes	Element		ARIANotifyMixin		包含关系待展开			
wai-aria	includes	Document		ARIANotifyMixin		包含关系待展开			
wasm-js-api	dictionary	WebAssemblyInstantiatedSource	field	module		非直接接口定义			
wasm-js-api	dictionary	WebAssemblyInstantiatedSource	field	instance		非直接接口定义			
wasm-js-api	dictionary	WebAssemblyCompileOptions	field	importedStringConstants		非直接接口定义			
wasm-js-api	dictionary	WebAssemblyCompileOptions	field	builtins		非直接接口定义			
wasm-js-api	namespace	WebAssembly	operation	validate	api.WebAssembly.validate	BCD无同名路径			
wasm-js-api	namespace	WebAssembly	operation	compile	api.WebAssembly.compile	BCD无同名路径			
wasm-js-api	namespace	WebAssembly	operation	instantiate	api.WebAssembly.instantiate	BCD无同名路径			
wasm-js-api	namespace	WebAssembly	operation	instantiate	api.WebAssembly.instantiate	BCD无同名路径			
wasm-js-api	namespace	WebAssembly	attribute	JSTag	api.WebAssembly.JSTag	BCD无同名路径			
wasm-js-api	enum	ImportExportKind				非直接接口定义			
wasm-js-api	enum	AddressType				非直接接口定义			
wasm-js-api	typedef	AddressValue				非直接接口定义			
wasm-js-api	dictionary	ModuleExportDescriptor	field	name		非直接接口定义			
wasm-js-api	dictionary	ModuleExportDescriptor	field	kind		非直接接口定义			
wasm-js-api	dictionary	ModuleImportDescriptor	field	module		非直接接口定义			
wasm-js-api	dictionary	ModuleImportDescriptor	field	name		非直接接口定义			
wasm-js-api	dictionary	ModuleImportDescriptor	field	kind		非直接接口定义			
wasm-js-api	interface	Module	constructor	constructor	api.Module.Module	BCD无同名路径			
wasm-js-api	interface	Module	operation	exports	api.Module.exports	BCD无同名路径			
wasm-js-api	interface	Module	operation	imports	api.Module.imports	BCD无同名路径			
wasm-js-api	interface	Module	operation	customSections	api.Module.customSections	BCD无同名路径			
wasm-js-api	interface	Instance	constructor	constructor	api.Instance.Instance	BCD无同名路径			
wasm-js-api	interface	Instance	attribute	exports	api.Instance.exports	BCD无同名路径			
wasm-js-api	dictionary	MemoryDescriptor	field	initial		非直接接口定义			
wasm-js-api	dictionary	MemoryDescriptor	field	maximum		非直接接口定义			
wasm-js-api	dictionary	MemoryDescriptor	field	address		非直接接口定义			
wasm-js-api	interface	Memory	constructor	constructor	api.Memory.Memory	BCD无同名路径			
wasm-js-api	interface	Memory	operation	grow	api.Memory.grow	BCD无同名路径			
wasm-js-api	interface	Memory	operation	toFixedLengthBuffer	api.Memory.toFixedLengthBuffer	BCD无同名路径			
wasm-js-api	interface	Memory	operation	toResizableBuffer	api.Memory.toResizableBuffer	BCD无同名路径			
wasm-js-api	interface	Memory	attribute	buffer	api.Memory.buffer	BCD无同名路径			
wasm-js-api	enum	TableKind				非直接接口定义			
wasm-js-api	dictionary	TableDescriptor	field	element		非直接接口定义			
wasm-js-api	dictionary	TableDescriptor	field	initial		非直接接口定义			
wasm-js-api	dictionary	TableDescriptor	field	maximum		非直接接口定义			
wasm-js-api	dictionary	TableDescriptor	field	address		非直接接口定义			
wasm-js-api	interface	Table	constructor	constructor	api.Table.Table	BCD无同名路径			
wasm-js-api	interface	Table	operation	grow	api.Table.grow	BCD无同名路径			
wasm-js-api	interface	Table	operation	get	api.Table.get	BCD无同名路径			
wasm-js-api	interface	Table	operation	set	api.Table.set	BCD无同名路径			
wasm-js-api	interface	Table	attribute	length	api.Table.length	BCD无同名路径			
wasm-js-api	enum	ValueType				非直接接口定义			
wasm-js-api	dictionary	GlobalDescriptor	field	value		非直接接口定义			
wasm-js-api	dictionary	GlobalDescriptor	field	mutable		非直接接口定义			
wasm-js-api	interface	Global	constructor	constructor	api.Global.Global	BCD无同名路径			
wasm-js-api	interface	Global	operation	valueOf	api.Global.valueOf	BCD无同名路径			
wasm-js-api	interface	Global	attribute	value	api.Global.value	BCD无同名路径			
wasm-js-api	dictionary	TagType	field	parameters		非直接接口定义			
wasm-js-api	interface	Tag	constructor	constructor	api.Tag.Tag	BCD无同名路径			
wasm-js-api	dictionary	ExceptionOptions	field	traceStack		非直接接口定义			
wasm-js-api	interface	Exception	constructor	constructor	api.Exception.Exception	BCD无同名路径			
wasm-js-api	interface	Exception	operation	getArg	api.Exception.getArg	BCD无同名路径			
wasm-js-api	interface	Exception	operation	is	api.Exception.is	BCD无同名路径			
wasm-js-api	interface	Exception	attribute	stack	api.Exception.stack	BCD无同名路径			
wasm-web-api	namespace	WebAssembly	operation	compileStreaming	api.WebAssembly.compileStreaming	BCD无同名路径			
wasm-web-api	namespace	WebAssembly	operation	instantiateStreaming	api.WebAssembly.instantiateStreaming	BCD无同名路径			
web-animations-2	interface	AnimationTimeline	attribute	currentTime	api.AnimationTimeline.currentTime	直接命中	1	1	1
web-animations-2	interface	AnimationTimeline	attribute	duration	api.AnimationTimeline.duration	直接命中	1	1	1
web-animations-2	interface	AnimationTimeline	operation	play	api.AnimationTimeline.play	BCD无同名路径			
web-animations-2	interface	Animation	attribute	startTime	api.Animation.startTime	直接命中	1	1	1
web-animations-2	interface	Animation	attribute	currentTime	api.Animation.currentTime	直接命中	1	1	1
web-animations-2	interface	Animation	attribute	trigger	api.Animation.trigger	BCD无同名路径			
web-animations-2	interface	Animation	attribute	overallProgress	api.Animation.overallProgress	直接命中	1	1	1
web-animations-2	interface	AnimationEffect	attribute	parent	api.AnimationEffect.parent	BCD无同名路径			
web-animations-2	interface	AnimationEffect	attribute	previousSibling	api.AnimationEffect.previousSibling	BCD无同名路径			
web-animations-2	interface	AnimationEffect	attribute	nextSibling	api.AnimationEffect.nextSibling	BCD无同名路径			
web-animations-2	interface	AnimationEffect	operation	before	api.AnimationEffect.before	BCD无同名路径			
web-animations-2	interface	AnimationEffect	operation	after	api.AnimationEffect.after	BCD无同名路径			
web-animations-2	interface	AnimationEffect	operation	replace	api.AnimationEffect.replace	BCD无同名路径			
web-animations-2	interface	AnimationEffect	operation	remove	api.AnimationEffect.remove	BCD无同名路径			
web-animations-2	dictionary	EffectTiming	field	delay		非直接接口定义			
web-animations-2	dictionary	EffectTiming	field	endDelay		非直接接口定义			
web-animations-2	dictionary	EffectTiming	field	playbackRate		非直接接口定义			
web-animations-2	dictionary	EffectTiming	field	duration		非直接接口定义			
web-animations-2	dictionary	OptionalEffectTiming	field	playbackRate		非直接接口定义			
web-animations-2	dictionary	ComputedEffectTiming	field	startTime		非直接接口定义			
web-animations-2	dictionary	ComputedEffectTiming	field	endTime		非直接接口定义			
web-animations-2	dictionary	ComputedEffectTiming	field	activeDuration		非直接接口定义			
web-animations-2	dictionary	ComputedEffectTiming	field	localTime		非直接接口定义			
web-animations-2	interface	GroupEffect	constructor	constructor	api.GroupEffect.GroupEffect	BCD无同名路径			
web-animations-2	interface	GroupEffect	attribute	children	api.GroupEffect.children	BCD无同名路径			
web-animations-2	interface	GroupEffect	attribute	firstChild	api.GroupEffect.firstChild	BCD无同名路径			
web-animations-2	interface	GroupEffect	attribute	lastChild	api.GroupEffect.lastChild	BCD无同名路径			
web-animations-2	interface	GroupEffect	operation	clone	api.GroupEffect.clone	BCD无同名路径			
web-animations-2	interface	GroupEffect	operation	prepend	api.GroupEffect.prepend	BCD无同名路径			
web-animations-2	interface	GroupEffect	operation	append	api.GroupEffect.append	BCD无同名路径			
web-animations-2	interface	AnimationNodeList	attribute	length	api.AnimationNodeList.length	BCD无同名路径			
web-animations-2	interface	AnimationNodeList	operation	item	api.AnimationNodeList.item	BCD无同名路径			
web-animations-2	interface	SequenceEffect	constructor	constructor	api.SequenceEffect.SequenceEffect	BCD无同名路径			
web-animations-2	interface	SequenceEffect	operation	clone	api.SequenceEffect.clone	BCD无同名路径			
web-animations-2	interface	KeyframeEffect	attribute	iterationComposite	api.KeyframeEffect.iterationComposite	直接命中	0	1	1
web-animations-2	dictionary	KeyframeEffectOptions	field	iterationComposite		非直接接口定义			
web-animations-2	enum	IterationCompositeOperation				非直接接口定义			
web-animations-2	callback	EffectCallback				非直接接口定义			
web-animations-2	dictionary	TimelineRangeOffset	field	rangeName		非直接接口定义			
web-animations-2	dictionary	TimelineRangeOffset	field	offset		非直接接口定义			
web-animations-2	dictionary	KeyframeAnimationOptions	field	rangeStart		非直接接口定义			
web-animations-2	dictionary	KeyframeAnimationOptions	field	rangeEnd		非直接接口定义			
web-animations-2	dictionary	KeyframeAnimationOptions	field	trigger		非直接接口定义			
web-animations-2	interface	AnimationPlaybackEvent	constructor	constructor	api.AnimationPlaybackEvent.AnimationPlaybackEvent	直接命中	1	1	1
web-animations-2	interface	AnimationPlaybackEvent	attribute	currentTime	api.AnimationPlaybackEvent.currentTime	直接命中	1	1	1
web-animations-2	interface	AnimationPlaybackEvent	attribute	timelineTime	api.AnimationPlaybackEvent.timelineTime	直接命中	1	1	1
web-animations-2	dictionary	AnimationPlaybackEventInit	field	currentTime		非直接接口定义			
web-animations-2	dictionary	AnimationPlaybackEventInit	field	timelineTime		非直接接口定义			
web-animations	interface	AnimationTimeline			api.AnimationTimeline	直接命中	1	1	1
web-animations	dictionary	DocumentTimelineOptions	field	originTime		非直接接口定义			
web-animations	interface	DocumentTimeline	constructor	constructor	api.DocumentTimeline.DocumentTimeline	直接命中	1	1	1
web-animations	interface	Animation	constructor	constructor	api.Animation.Animation	直接命中	1	1	1
web-animations	interface	Animation	attribute	id	api.Animation.id	直接命中	1	1	1
web-animations	interface	Animation	attribute	effect	api.Animation.effect	直接命中	1	1	1
web-animations	interface	Animation	attribute	timeline	api.Animation.timeline	直接命中	1	1	1
web-animations	interface	Animation	attribute	playbackRate	api.Animation.playbackRate	直接命中	1	1	1
web-animations	interface	Animation	attribute	playState	api.Animation.playState	直接命中	1	1	1
web-animations	interface	Animation	attribute	replaceState	api.Animation.replaceState	直接命中	1	1	1
web-animations	interface	Animation	attribute	pending	api.Animation.pending	直接命中	1	1	1
web-animations	interface	Animation	attribute	ready	api.Animation.ready	直接命中	1	1	1
web-animations	interface	Animation	attribute	finished	api.Animation.finished	直接命中	1	1	1
web-animations	interface	Animation	attribute	onfinish	api.Animation.onfinish	BCD无同名路径			
web-animations	interface	Animation	attribute	oncancel	api.Animation.oncancel	BCD无同名路径			
web-animations	interface	Animation	attribute	onremove	api.Animation.onremove	BCD无同名路径			
web-animations	interface	Animation	operation	cancel	api.Animation.cancel	直接命中	1	1	1
web-animations	interface	Animation	operation	finish	api.Animation.finish	直接命中	1	1	1
web-animations	interface	Animation	operation	play	api.Animation.play	直接命中	1	1	1
web-animations	interface	Animation	operation	pause	api.Animation.pause	直接命中	1	1	1
web-animations	interface	Animation	operation	updatePlaybackRate	api.Animation.updatePlaybackRate	直接命中	1	1	1
web-animations	interface	Animation	operation	reverse	api.Animation.reverse	直接命中	1	1	1
web-animations	interface	Animation	operation	persist	api.Animation.persist	直接命中	1	1	1
web-animations	interface	Animation	operation	commitStyles	api.Animation.commitStyles	直接命中	1	1	1
web-animations	enum	AnimationPlayState				非直接接口定义			
web-animations	enum	AnimationReplaceState				非直接接口定义			
web-animations	interface	AnimationEffect	operation	getTiming	api.AnimationEffect.getTiming	直接命中	1	1	1
web-animations	interface	AnimationEffect	operation	getComputedTiming	api.AnimationEffect.getComputedTiming	直接命中	1	1	1
web-animations	interface	AnimationEffect	operation	updateTiming	api.AnimationEffect.updateTiming	直接命中	1	1	1
web-animations	dictionary	EffectTiming	field	fill		非直接接口定义			
web-animations	dictionary	EffectTiming	field	iterationStart		非直接接口定义			
web-animations	dictionary	EffectTiming	field	iterations		非直接接口定义			
web-animations	dictionary	EffectTiming	field	direction		非直接接口定义			
web-animations	dictionary	EffectTiming	field	easing		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	delay		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	endDelay		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	fill		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	iterationStart		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	iterations		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	duration		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	direction		非直接接口定义			
web-animations	dictionary	OptionalEffectTiming	field	easing		非直接接口定义			
web-animations	enum	FillMode				非直接接口定义			
web-animations	enum	PlaybackDirection				非直接接口定义			
web-animations	dictionary	ComputedEffectTiming	field	progress		非直接接口定义			
web-animations	dictionary	ComputedEffectTiming	field	currentIteration		非直接接口定义			
web-animations	interface	KeyframeEffect	constructor	constructor	api.KeyframeEffect.KeyframeEffect	直接命中	1	1	1
web-animations	interface	KeyframeEffect	constructor	constructor	api.KeyframeEffect.KeyframeEffect	直接命中	1	1	1
web-animations	interface	KeyframeEffect	attribute	target	api.KeyframeEffect.target	直接命中	1	1	1
web-animations	interface	KeyframeEffect	attribute	pseudoElement	api.KeyframeEffect.pseudoElement	直接命中	1	1	1
web-animations	interface	KeyframeEffect	attribute	composite	api.KeyframeEffect.composite	直接命中	1	1	1
web-animations	interface	KeyframeEffect	operation	getKeyframes	api.KeyframeEffect.getKeyframes	直接命中	1	1	1
web-animations	interface	KeyframeEffect	operation	setKeyframes	api.KeyframeEffect.setKeyframes	直接命中	1	1	1
web-animations	dictionary	BaseComputedKeyframe	field	offset		非直接接口定义			
web-animations	dictionary	BaseComputedKeyframe	field	computedOffset		非直接接口定义			
web-animations	dictionary	BaseComputedKeyframe	field	easing		非直接接口定义			
web-animations	dictionary	BaseComputedKeyframe	field	composite		非直接接口定义			
web-animations	dictionary	BasePropertyIndexedKeyframe	field	offset		非直接接口定义			
web-animations	dictionary	BasePropertyIndexedKeyframe	field	easing		非直接接口定义			
web-animations	dictionary	BasePropertyIndexedKeyframe	field	composite		非直接接口定义			
web-animations	dictionary	BaseKeyframe	field	offset		非直接接口定义			
web-animations	dictionary	BaseKeyframe	field	easing		非直接接口定义			
web-animations	dictionary	BaseKeyframe	field	composite		非直接接口定义			
web-animations	dictionary	KeyframeEffectOptions	field	composite		非直接接口定义			
web-animations	dictionary	KeyframeEffectOptions	field	pseudoElement		非直接接口定义			
web-animations	enum	CompositeOperation				非直接接口定义			
web-animations	enum	CompositeOperationOrAuto				非直接接口定义			
web-animations	interface mixin	Animatable	operation	animate		mixin待展开			
web-animations	interface mixin	Animatable	operation	getAnimations		mixin待展开			
web-animations	dictionary	KeyframeAnimationOptions	field	id		非直接接口定义			
web-animations	dictionary	KeyframeAnimationOptions	field	timeline		非直接接口定义			
web-animations	dictionary	GetAnimationsOptions	field	subtree		非直接接口定义			
web-animations	dictionary	GetAnimationsOptions	field	pseudoElement		非直接接口定义			
web-animations	interface	Document	attribute	timeline	api.Document.timeline	直接命中	1	1	1
web-animations	interface mixin	DocumentOrShadowRoot	operation	getAnimations		mixin待展开			
web-animations	includes	Element		Animatable		包含关系待展开			
web-app-launch	interface	LaunchParams	attribute	targetURL	api.LaunchParams.targetURL	直接命中	1	0	0
web-app-launch	interface	LaunchParams	attribute	files	api.LaunchParams.files	直接命中	1	0	0
web-app-launch	callback	LaunchConsumer				非直接接口定义			
web-app-launch	interface	Window	attribute	launchQueue	api.Window.launchQueue	直接命中	1	0	0
web-app-launch	interface	LaunchQueue	operation	setConsumer	api.LaunchQueue.setConsumer	直接命中	1	0	0
web-based-payment-handler	interface	ServiceWorkerRegistration	attribute	paymentManager	api.ServiceWorkerRegistration.paymentManager	直接命中	1	0	0
web-based-payment-handler	interface	PaymentManager	attribute	userHint	api.PaymentManager.userHint	直接命中	1	0	0
web-based-payment-handler	interface	PaymentManager	operation	enableDelegations	api.PaymentManager.enableDelegations	直接命中	1	0	0
web-based-payment-handler	enum	PaymentDelegation				非直接接口定义			
web-based-payment-handler	interface	ServiceWorkerGlobalScope	attribute	oncanmakepayment	api.ServiceWorkerGlobalScope.oncanmakepayment	BCD无同名路径			
web-based-payment-handler	interface	CanMakePaymentEvent	constructor	constructor	api.CanMakePaymentEvent.CanMakePaymentEvent	直接命中	1	0	0
web-based-payment-handler	interface	CanMakePaymentEvent	operation	respondWith	api.CanMakePaymentEvent.respondWith	直接命中	1	0	0
web-based-payment-handler	interface	ServiceWorkerGlobalScope	attribute	onpaymentrequest	api.ServiceWorkerGlobalScope.onpaymentrequest	BCD无同名路径			
web-based-payment-handler	dictionary	PaymentRequestDetailsUpdate	field	error		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestDetailsUpdate	field	total		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestDetailsUpdate	field	modifiers		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestDetailsUpdate	field	shippingOptions		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestDetailsUpdate	field	paymentMethodErrors		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestDetailsUpdate	field	shippingAddressErrors		非直接接口定义			
web-based-payment-handler	interface	PaymentRequestEvent	constructor	constructor	api.PaymentRequestEvent.PaymentRequestEvent	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	topOrigin	api.PaymentRequestEvent.topOrigin	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	paymentRequestOrigin	api.PaymentRequestEvent.paymentRequestOrigin	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	paymentRequestId	api.PaymentRequestEvent.paymentRequestId	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	methodData	api.PaymentRequestEvent.methodData	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	total	api.PaymentRequestEvent.total	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	modifiers	api.PaymentRequestEvent.modifiers	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	paymentOptions	api.PaymentRequestEvent.paymentOptions	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	attribute	shippingOptions	api.PaymentRequestEvent.shippingOptions	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	operation	openWindow	api.PaymentRequestEvent.openWindow	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	operation	changePaymentMethod	api.PaymentRequestEvent.changePaymentMethod	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	operation	changeShippingAddress	api.PaymentRequestEvent.changeShippingAddress	直接命中	1	0	0
